,windowsize,mae_d1m1,mae_d1m2,mae_d2m1,mae_d2m2,nse_d1m1,nse_d1m2,nse_d2m1,nse_d2m2
62,1350.0,0.7877172632203122,0.567483633217871,0.37333848135419373,0.29990980322590477,0.9422176240920613,0.9690483942323832,0.9860857141784297,0.9914355785614548
63,1370.0,0.8022404833674706,0.5888444920122899,0.3736632793813349,0.3039553037133128,0.9410712709530173,0.9675197905858184,0.9865437355073903,0.9908686041286812
64,1390.0,0.8456270668349724,0.643489982110659,0.3723559590720998,0.3171266198489368,0.93730842781149,0.9632152759747464,0.986891328239756,0.9905905553184511
65,1410.0,0.8752314166575937,0.6589750413447886,0.3983012977720987,0.3339875978831556,0.9353717679757025,0.963057536970223,0.9864383133800739,0.9900606260098204
66,1430.0,0.8969121852772085,0.6651895541313323,0.3708852642911102,0.3225050018641541,0.9322475240813578,0.9630955416838122,0.9870889868040461,0.9909067294651525
67,1450.0,0.9126028560561785,0.6529143145004405,0.35035097525099707,0.34181047410095655,0.929894790107088,0.9640350403289188,0.9884558177014252,0.9895260754528671
68,1470.0,0.8685447565924761,0.6540053260641108,0.3574142750842489,0.32259936837165953,0.9362702392545461,0.9639021899844844,0.98735247693127,0.9901888469062291
69,1490.0,0.8193951845936933,0.6371445970837863,0.35887829959731893,0.31176797630123204,0.9391567335188198,0.9651515195909862,0.9875007138508508,0.9910024361738484
70,1510.0,0.8224426654738768,0.685929698112277,0.384835288390082,0.3057884670460508,0.9413140262347328,0.9587595183951754,0.9859747341271581,0.9908736262575205
71,1530.0,0.9024735521357383,0.6627478776235651,0.356295011374145,0.31382471559676406,0.9312031675691607,0.9606457102370769,0.9877450380735844,0.9911363827934403
72,1550.0,0.8430494339615594,0.6472180204848255,0.39901127339709774,0.34241302617334796,0.9389636490339417,0.9631668077379171,0.9850800726023495,0.9888591202944363
73,1570.0,0.8406620369385328,0.6962949060687134,0.37296139914957777,0.3982816846859866,0.9444025540890115,0.9616476703717576,0.986820531555669,0.9862458552632711
74,1590.0,0.9066678882181456,0.726913792952824,0.4296681295025124,0.4032396961337291,0.9347742205241408,0.9583077969313653,0.984006788783969,0.9857009593612526
75,1610.0,0.8672957950956979,0.7228858167856183,0.4584044649544737,0.3632279733166247,0.9411594559068528,0.959287199142902,0.9811489493623797,0.9884596869352071
76,1630.0,0.9244065176200422,0.6618127274554894,0.40078740372713684,0.3949119570545393,0.9325279441336093,0.9642169132783529,0.9853983108801835,0.9867155918203258
77,1650.0,0.9254549827435813,0.684605418082578,0.407141933542872,0.3784116665757636,0.9290320391512065,0.9612419962363605,0.9854516240253408,0.9864055222450172
78,1670.0,0.8546111107671802,0.6953441279896281,0.3699951815772819,0.3518613804932137,0.9373541672278272,0.9563183386871019,0.9867741010430182,0.9879208513952473
79,1690.0,0.7711541880689516,0.6514398990852569,0.3859880092971617,0.34693192913491677,0.9470386948356129,0.9600303019332228,0.9854937585720565,0.9881802181476379
80,1710.0,0.7647138281060747,0.6574480748035498,0.3894373749732746,0.3642494331240105,0.9454073195925057,0.9586383282097483,0.9851224951712872,0.986883648070547
81,1730.0,0.7699021414737082,0.6285224919670332,0.3809735195739763,0.33755784046491544,0.9430403379161729,0.961560988636097,0.9854368291733657,0.9885048828456376
82,1750.0,0.7811813495364148,0.6718275524680154,0.4044810199087558,0.3540659973369571,0.9440857724726965,0.9599789637451221,0.9844796322890648,0.9874682475858607
83,1770.0,0.8210247195614235,0.6522621661120227,0.37587341736617463,0.37631651913742703,0.9407365319831346,0.9630463819215376,0.9863469879164034,0.9868597457085526
84,1790.0,0.8550215775431212,0.6603321955976008,0.38583441627795095,0.3487650695122041,0.934689934961401,0.964047929745816,0.9858770367150586,0.9886339532544032
85,1810.0,0.7904147063216518,0.6599093562322955,0.41044302815975786,0.38631776106494253,0.9451252234407228,0.9643455408320658,0.9849540070825853,0.9866936367584795
86,1830.0,0.8315127511935835,0.6419940021259515,0.39579012972342453,0.3361842311257853,0.9384022831515173,0.9658930235734514,0.9856056458493876,0.9889551651873465
87,1850.0,0.8082175041414935,0.6355992364066481,0.3764177076522591,0.38148934741275314,0.9384693017154196,0.9661571173959695,0.9863839823930892,0.9861734569668344
88,1870.0,0.8157673047725993,0.652800513330482,0.3709197415746859,0.37078010423245955,0.9414656772739584,0.9638618294088055,0.9861512927434196,0.9865169027702152
89,1890.0,0.7863054968922071,0.6457688110408791,0.3954873476097255,0.35213116277743695,0.9455865871151168,0.9636546326636921,0.9857192345665806,0.9879820795642672
90,1910.0,0.8410429351071077,0.6341216187391839,0.3899548779404522,0.36214566868597925,0.9359298763277616,0.9659853969722396,0.9855081303244477,0.9874555678662128
91,1930.0,0.7521986796835519,0.6532604335474597,0.3915137444221075,0.36224658918135016,0.9506298875075819,0.9632246222937292,0.9852895431482539,0.9878043848657463
92,1950.0,0.8570906974058573,0.6885365568695788,0.35327043928657603,0.35981050326433267,0.9415432115884338,0.9621917402248625,0.9883514869943879,0.9888610532808508
93,1970.0,0.8208025248539634,0.6906926251626812,0.3874082819969104,0.3374015568341949,0.9473092383770899,0.9638197188053276,0.9865783500745169,0.9896726677225745
94,1990.0,0.811339304925966,0.6550677694017091,0.3982971958238481,0.3476471632022661,0.9479392610287881,0.965574478532256,0.9864070937014782,0.9898314837494041
95,2010.0,0.8232822112154905,0.656786553623452,0.38537372570964434,0.32730760633947076,0.9441647774036607,0.9637777421386534,0.9861135160288839,0.9900224612480045
96,2030.0,0.8311785809877236,0.6552601841143889,0.3677110698167567,0.32735406421342567,0.940790613391024,0.9646234575679058,0.9862628867586304,0.9897255617112364
97,2050.0,0.7223843824584382,0.6468577223830728,0.35562719680316573,0.32248568841289316,0.9549217436473787,0.9641655616326515,0.9875411014313709,0.9895929741540629
98,2070.0,0.7701176983328739,0.6372992831453932,0.3681760263488466,0.36001713305126115,0.9479888554775622,0.9644708326397164,0.9866057154935705,0.9877356527980865
99,2090.0,0.7114467579187433,0.6405202656710668,0.35717724070862217,0.31807955280481304,0.9537582986073938,0.9621064679536288,0.9871608756600576,0.9894570467945059
